drug,label,count,drug_id,genes
Pindolol,11,88,5566,"['HTR1A', 'HTR1B', 'ADRB3', 'ADRB1', 'CYP2D6', 'ADRB2', 'CXCL8', 'TBP', 'CDK6', 'SELL', 'FZD7', 'CYP1B1', 'CPS1', 'TCN1', 'HYOU1', 'TRIB3', 'LAP3', 'PTK2B', 'RB1', 'VEGFA', 'DNMT3A', 'BAX', 'PLA2G4A', 'PRKX', 'BSG', 'MKNK1', 'TENT4A', 'PMM2', 'EPAS1', 'EDN1', 'MMP2', 'TGFB3', 'AURKB', 'PPOX', 'PRKACA', 'IFNAR1']"
Pimozide,0,88,6638,"['KCNH2', 'HTR1A', 'CYP2E1', 'DRD3', 'CYP3A7', 'HRH1', 'CYP2C19', 'CACNA1G', 'HTR6', 'OPRM1', 'DRD2', 'CYP2D6', 'HTR2A', 'CALM1', 'CHRM2', 'ABCB1', 'OPRK1', 'CYP3A4', 'CYP1A2', 'CYP3A5', 'FDPS', 'CYP51A1', 'NUCB2', 'SPP1', 'LDLR', 'TSC22D3', 'HMGCR', 'RBP4', 'FDFT1', 'NPC1', 'SQLE', 'SCD', 'LIPA', 'HMOX1', 'TUBB6', 'SUV39H1', 'PIN1', 'HSPA8', 'CCND3', 'PSMD2', 'PCNA', 'LIG1']"
Colchicine,22,91,5986,"['CYP2B6', 'TUBB1', 'CYP2C9', 'ABCC1', 'CYP2C8', 'CYP3A4', 'CYP2E1', 'SLC22A3', 'ABCB4', 'TUBB', 'ABCB1', 'PXN', 'AURKA', 'PSMC5', 'NFKBIB', 'TUBB6', 'KEAP1', 'AXIN1', 'TUBA4A', 'FOSL1', 'CDH3', 'HSPA1A', 'XBP1', 'TOP2A', 'PCNA', 'AKR7A2', 'GATA3', 'NFKBIA', 'ESR1', 'MELK', 'CDK1', 'CHEK2']"
Trifluoperazine,11,93,5807,"['S100A4', 'CHRM2', 'UGT1A4', 'HTR2C', 'HTR6', 'HRH1', 'XDH', 'CYP1A2', 'SIGMAR1', 'DRD2', 'CALM1', 'TNNC1', 'ABCB1', 'CALY', 'ADRA1A', 'HTR1A', 'HTR2A', 'ACLY', 'FDFT1', 'SQLE', 'CDK7', 'FDPS', 'HMGCR', 'SCD', 'ADAM10', 'ERBB3', 'CDK19', 'LDLR', 'CYP51A1', 'NPC1', 'RHOA', 'EDN1', 'PSMD2', 'SDC1', 'GNAS', 'CAST', 'DHODH', 'PSMB10', 'TUBB6']"
Fluticasone propionate,13,95,3217,"['NR3C1', 'CYP3A5', 'CYP3A7', 'CYP3A4', 'SERPINA6', 'PLA2G4A', 'PGR', 'NR3C2', 'LPL', 'MUC1', 'PER1', 'PRKCD', 'RGS2', 'TSC22D3', 'SERPINE1', 'PRKAG2', 'DUSP1', 'FOXO3', 'MAOA', 'HSPB1', 'PROS1', 'FKBP5', 'CDKN1A', 'PTPN12', 'PXN', 'CFLAR', 'NFKBIA', 'CDK19', 'GDF15', 'PTGS2', 'SMAD3', 'TYMS', 'LIF', 'HMOX1', 'PSMD2', 'PNP', 'HSPA1A', 'IGFBP3', 'TXNRD1', 'PCNA', 'CTSL', 'CCL2', 'SQSTM1', 'FOSL1', 'FHL2', 'LIG1', 'NME1']"
Vitamin A,4,102,427,"['CYP1A1', 'RBP4', 'CYP26A1', 'RBP3', 'ALDH1A2', 'ALDH1A1', 'LAMA3', 'HMOX1', 'SNAP25', 'KEAP1', 'PRKCQ', 'GCLM', 'CYP1B1', 'PGD', 'SPP1', 'SMAD3', 'PRKAG2', 'TBL1XR1', 'IKBKB', 'SELL', 'SRC', 'TXNRD1', 'ADRB2', 'AKR1C3', 'PPARG', 'ABCC1', 'GNAS', 'HSPB1', 'PIN1', 'AKR7A2', 'TYMS', 'SLC25A4', 'CDKN1B', 'TGFB3', 'NUCB2', 'DPYSL2', 'MIF', 'TUBB6', 'TUBA1A', 'CDC25B']"
Cyproheptadine,0,102,3884,"['UGT1A3', 'CHRM2', 'HTR1A', 'CHRM3', 'HTR2B', 'SLC6A2', 'CHRM1', 'DRD2', 'HTR2C', 'HTR6', 'HTR2A', 'HRH1', 'NFKBIA', 'FOSL1', 'SIRT1', 'SRP19', 'FHL2', 'FZD7', 'FOXO3', 'GADD45A', 'KEAP1', 'RGS2', 'CDK7', 'ADO', 'HMOX1', 'CDKN1A', 'INPP1', 'BIRC2', 'CCL2', 'HSPA8', 'PARP1', 'LIG1', 'PCNA', 'NUCB2', 'PIK3R4', 'CALU', 'RPA1', 'HSPA1A', 'EIF4EBP1']"
Pentamidine,5,106,6132,"['CYP2C8', 'CYP3A4', 'CYP4A11', 'CYP1A1', 'S100B', 'CYP2C19', 'CYP3A5', 'CYP2D6', 'CYP1A2', 'ABHD6', 'CSNK2A2', 'EIF4EBP1', 'TSC22D3', 'EGR1', 'CREB1', 'TRIB3', 'RB1', 'CDK7', 'PRKCD', 'CDK19', 'PPARD', 'SRC', 'CSNK1E', 'IGFBP3', 'PDGFA', 'HMGCR', 'IDH1', 'TYMS', 'GMNN', 'PRCP', 'HSPA5', 'PNP', 'SPR', 'CBR1', 'UQCR10', 'PARP1', 'LIPA', 'NUCB2', 'PGM1', 'LIG1']"
Chloroxine,5,108,6260,"['TSC22D3', 'NPC1', 'CDKN1A', 'SLC7A11', 'CTSL', 'TRIB3', 'MYC', 'HMOX1', 'DDIT3', 'ATF3', 'ASNS', 'SMOX', 'SQSTM1', 'FHL2', 'TXNRD1', 'GADD45A', 'PMAIP1', 'EGR1', 'FOSL1', 'CBLB', 'EIF4EBP1', 'CDKN1B', 'TARDBP', 'PLK1', 'PARP1', 'HSD17B10', 'PSMB8', 'SUV39H1', 'RRP1B', 'BIRC5', 'CDC25B', 'TOP2A', 'SACM1L', 'HSPA8', 'CCNA2', 'SPR', 'AURKA', 'ICMT', 'PCNA', 'HDAC2']"
Clopidogrel,5,110,6399,"['CYP2C19', 'ABCB1', 'CYP2C9', 'CYP2C8', 'CYP2B6', 'P2RY12', 'CYP1A2', 'CYP3A4', 'CES1', 'CYP3A5', 'TERT', 'TLR4', 'EGF', 'PTPN1', 'TBXA2R', 'CXCR4', 'DFFB', 'SYK', 'PTK2B', 'LPAR2', 'FGFR2', 'MMP1', 'IPO13', 'ABHD6', 'CASP10', 'GNAS', 'PEBP1', 'TGFBR2', 'NME1', 'TUBB6', 'PSMB8', 'ELAVL1', 'GAA', 'HSPB1', 'AKR7A2', 'FOSL1', 'PCNA', 'CALU', 'PSMD9', 'MIF', 'EIF4EBP1', 'HSPD1', 'LIG1']"
Thiothixene,0,110,9120,"['HTR6', 'CYP2D6', 'SLC22A1', 'ADRA2A', 'ALB', 'HTR1A', 'HTR2A', 'HTR2C', 'DRD1', 'HRH1', 'DRD2', 'CYP1A2', 'SQSTM1', 'CDKN1A', 'CDK19', 'ACLY', 'SFN', 'TSC22D3', 'NPC1', 'LDLR', 'HMOX1', 'TMEM97', 'SQLE', 'SCD', 'FOXO3', 'FDFT1', 'CTSL', 'HMGCR', 'PNPLA3', 'LIPA', 'FDPS', 'PI4K2A', 'CYP51A1', 'IPO4', 'PLK1', 'PIN1', 'CCNA2', 'BIRC5', 'ELAVL1', 'HSPD1', 'TRAP1']"
Nizatidine,4,111,3228,"['BCHE', 'HRH2', 'ABCB1', 'PTGS2', 'PIK3CA', 'FGFR2', 'COL11A1', 'HLA-DRA', 'FZD1', 'DFFB', 'IPO13', 'CXCR4', 'DNMT1', 'HBB', 'TBXA2R', 'PAK1', 'CASP10', 'RAB27A', 'IFNAR1', 'PLK1', 'PCNA', 'CXCL2', 'CHEK2', 'IMPA1', 'MIF', 'ANXA5', 'PRDX4', 'SRC', 'ICAM3', 'RNASEH2A', 'CCND1', 'EIF4EBP1', 'SQSTM1', 'PSMD9', 'HSD17B10', 'GAA', 'CTSL', 'CDKN1B']"
Methyldopa,18,113,5555,"['COMT', 'DDC', 'ADRA2A', 'SLC15A1', 'FGFR4', 'HSD17B10', 'CASP2', 'MMP1', 'ERAP2', 'PAK1', 'HSPG2', 'AXIN1', 'ABCC5', 'USP1', 'SLC25A4', 'CCND3', 'NPC1', 'CRYZ', 'TXNRD1', 'TOP2A', 'EED', 'PPARG', 'XBP1', 'HDAC6', 'CDK4', 'PRKCH', 'SPR', 'GMNN', 'GET1', 'ERBB3', 'RECQL', 'RRP1B']"
Chlorpromazine,8,113,3770,"['DRD3', 'CHRM3', 'HTR2A', 'HTR2C', 'CYP2E1', 'SLC22A1', 'DRD5', 'CHRM2', 'DRD2', 'BCHE', 'CYP2D6', 'HTR1A', 'ABCB11', 'KCNH2', 'HRH4', 'CHRM1', 'DRD1', 'HTR7', 'CALM1', 'ADRA1B', 'HRH1', 'SMPD1', 'CYP3A4', 'HTR2B', 'HTR6', 'ALB', 'ADRA2A', 'CYP1A2', 'ADRA1A', 'ABCB1', 'DRD4', 'LIPA', 'LDLR', 'NPC1', 'PPARG', 'IKZF1', 'SQLE', 'HMOX1', 'SCD', 'FDFT1', 'HMGCR', 'ACLY', 'CYP51A1', 'SQSTM1', 'FDPS', 'CTSD', 'TYMS', 'FEN1', 'PCNA', 'CDK1', 'EED', 'MELK', 'TOP2A', 'UMPS']"
Amlodipine,0,113,4579,"['CACNA2D3', 'CYP1A1', 'CACNA2D1', 'CYP2D6', 'CACNA1C', 'ABCB1', 'CA1', 'CYP3A7', 'CYP2A6', 'CYP2C9', 'CACNA1B', 'SMPD1', 'CACNA1S', 'CYP3A4', 'CYP2C8', 'CYP3A5', 'CACNB2', 'CYP2B6', 'CACNA1D', 'CYP1A2', 'CYP51A1', 'SQLE', 'SQSTM1', 'HMGCR', 'TRIB3', 'DDIT3', 'FDFT1', 'LIPA', 'ACLY', 'IDH1', 'LDLR', 'NPC1', 'CDK19', 'HMOX1', 'CDKN1A', 'FDPS', 'SPP1', 'SCD', 'CTSD', 'EZH2', 'PLK1', 'TUBB6', 'CCNA2', 'RRP1B', 'SUV39H1']"
Amodiaquine,5,115,2053,"['CYP1B1', 'CYP1A1', 'CYP2C9', 'HNMT', 'CYP2D6', 'CYP2C8', 'CASP3', 'TLR4', 'KIT', 'CCL2', 'PTPN6', 'PRKCH', 'SOCS1', 'NR1H2', 'CASP10', 'IKBKB', 'LGALS8', 'PRCP', 'RAB27A', 'PAK1', 'CTSL', 'NME1', 'PNP', 'PCNA', 'ICAM3', 'TRAP1', 'EIF4EBP1', 'AKR1B10', 'HSPA1A', 'PSME2', 'MIF', 'PLK1', 'GDF15', 'DDAH1', 'HSPB1', 'GAA']"
Cladribine,22,116,5306,"['NR5A1', 'SLC28A3', 'POLA1', 'SLC22A1', 'RRM1', 'SLC22A2', 'RRM2', 'DCK', 'RRM2B', 'PNP', 'POLE', 'ABCG2', 'PTGS2', 'ATF3', 'NOTCH1', 'CCL2', 'EPHA2', 'INPP1', 'ATP1B1', 'BRCA1', 'GAA', 'CCND3', 'FOSL1', 'LIG1', 'CXCL2', 'CDKN1A', 'FHL2', 'EGR1', 'FAS', 'RGS2', 'GADD45A', 'HSPA8', 'MYC', 'CCNA2', 'BIRC5', 'TRAP1', 'NEK2', 'HMMR', 'CCNB1', 'CDC25C', 'TTK', 'AURKA', 'PLK1', 'TOP2A']"
Budesonide,5,121,6354,"['CYP3A4', 'NR3C1', 'TGFBR2', 'COL11A1', 'PAK1', 'FKBP5', 'CDKN1A', 'RGS2', 'PRKAG2', 'PPARG', 'MUC1', 'NFKBIA', 'PRKCD', 'SRPRB', 'PGM1', 'CASP7', 'FOXO3', 'CTSD', 'SERPINE1', 'TSC22D3', 'HSPB1', 'SIK1', 'DUSP1', 'PER1', 'MYC', 'PROS1', 'SMAD3', 'SQSTM1', 'AURKB', 'VIM', 'IL1B', 'TYMS', 'FHL2', 'FOSL1', 'HSPA1A', 'CCL2', 'GDF15', 'CD83', 'CAST', 'IGFBP3', 'DNMT1', 'LIF', 'PIN1']"
Triclosan,5,123,14367,"['CBR1', 'EPRS1', 'CXCL2', 'CBLB', 'ASNS', 'PMAIP1', 'SLC1A5', 'NPC1', 'TXNRD1', 'NUCB2', 'MYC', 'TSC22D3', 'DDIT3', 'CALU', 'HDAC6', 'HMOX1', 'SQSTM1', 'EIF4EBP1', 'CBS', 'XBP1', 'FOSL1', 'TRIB3', 'TYMS', 'DCK', 'CDK1', 'PCNA', 'SUV39H1', 'CDC25A', 'TUBB6', 'CRYZ', 'CCNA2', 'PLK1', 'TMEM97', 'BIRC5', 'TOP2A', 'AURKA', 'CCND3', 'GMNN', 'CDC25B', 'MELK', 'FEN1', 'SPR']"
Toremifene,5,124,3323,"['CYP3A4', 'CYP1A2', 'ESR1', 'ABCB1', 'CYP1A1', 'SQLE', 'ATP1B1', 'FDFT1', 'ERBB3', 'CYP51A1', 'LDLR', 'SPP1', 'FDPS', 'SRC', 'TSC22D3', 'COL11A1', 'GAA', 'IKBKE', 'SQSTM1', 'CTSL', 'PROS1', 'HEBP1', 'LIPA', 'HMGCR', 'STXBP2', 'EPHA3', 'CDK19', 'GHR', 'ADAM10', 'AURKB', 'TRAP1', 'PCNA', 'ADRM1', 'TUBB6', 'TEX10', 'GMNN', 'CCNB1', 'PMM2']"
Biperiden,5,129,5887,"['ABCB1', 'CHRM2', 'CHRNA2', 'CHRM1', 'CYP2D6', 'PRKACA', 'GADD45A', 'RAB27A', 'PMM2', 'MMP1', 'IKBKE', 'CXCR4', 'PTK2B', 'CASP10', 'PRKX', 'PIK3CA', 'HLA-DRA', 'BCL2', 'DDR1', 'TERT', 'FZD1', 'DNMT1', 'NR1H2', 'SYK', 'TBXA2R', 'PAK1', 'IFNAR1', 'PRKCQ', 'DFFB', 'GMNN', 'PXN', 'TLR4', 'VDAC1', 'CTSL', 'DPYSL2', 'CASP7', 'ANXA5', 'AKR7A2', 'EIF4EBP1', 'SDHB', 'HSPB1', 'ICAM3', 'HSPA8', 'GAA', 'PSMD9', 'SLC7A5', 'MIF']"
Estriol,5,143,11584,"['ESR1', 'ABCB1', 'SLCO1A2', 'ESR2', 'SHBG', 'AXIN1', 'TBXA2R', 'TLR4', 'MMP1', 'EPHA3', 'LAMA3', 'PIN1', 'ABL1', 'HLA-DRA', 'SIRT3', 'GPER1', 'SUV39H1', 'SRC', 'NR1H2', 'IKBKE', 'HEBP1', 'FANCC', 'COL11A1', 'ABCC5', 'ABHD6', 'EPHB2', 'CDH3', 'CDK6', 'CASP10', 'GADD45A', 'PSME1', 'GNAS', 'TXNRD1', 'LAP3', 'GDF15', 'CDC25B', 'BACE2', 'NFE2L2', 'AKR7A2']"
Albendazole,5,146,3261,"['CYP1A2', 'ABCB1', 'TUBB4B', 'TUBA1A', 'CYP1A1', 'CYP3A4', 'PAK4', 'HDAC6', 'CCNB1', 'SENP6', 'LRRC59', 'AURKA', 'KEAP1', 'FOSL1', 'HSPB1', 'HRAS', 'SERPINE1', 'AXL', 'POLR1G', 'RRP1B', 'PXN', 'ABCC5', 'CXCL2', 'NFKBIB', 'AXIN1', 'PLK1', 'BIRC2', 'EPHB2', 'PSMD9', 'MELK', 'PCNA', 'AKR7A2', 'CDK2', 'GJA1', 'NFKBIA', 'IDH1', 'MSH6', 'RRM2', 'TOP2A', 'CDK1', 'TUBB6', 'ATP1B1', 'FEN1']"
Busulfan,5,148,6774,"['CYP3A4', 'GSTA1', 'GSTM1', 'GSTP1', 'PTPRC', 'EPHA3', 'PSMD2', 'POLB', 'PARP1', 'TERT', 'AURKB', 'TBXA2R', 'NOTCH1', 'FANCA', 'FGFR4', 'SNCA', 'PRKX', 'TEX10', 'HLA-DRA', 'GPER1', 'C5', 'AXIN1', 'NR1H2', 'ABL1', 'XBP1', 'FHL2', 'GMNN', 'HDAC6', 'CASP7', 'SDHB', 'PRKAG2', 'MYC', 'CDK4', 'GDF15', 'ERBB2', 'PSMD9', 'CHEK2', 'DCK', 'RRP1B', 'TXNRD1', 'CCNB1', 'PRKCD', 'SPR', 'SLC25A4', 'NPC1', 'PIN1', 'USP1', 'SACM1L', 'RPS6KA1', 'PPARG', 'CCND3', 'GET1', 'TOP2A', 'CTSL']"
Nilotinib,3,151,11056,"['EPHB6', 'TIE1', 'CYP2B6', 'CA1', 'HCK', 'CA9', 'CA6', 'FRK', 'MAPK8', 'PDGFRA', 'ABL1', 'CA7', 'ABCB1', 'EPHB4', 'ABCG2', 'CA14', 'CYP2C9', 'EPHB3', 'CYP3A4', 'EPHA6', 'ABL2', 'MAP2K5', 'PDGFRB', 'EPHA8', 'CA3', 'MAPK11', 'TEK', 'CA12', 'UGT1A1', 'KIT', 'LYN', 'BLK', 'CA4', 'EPHA2', 'MAPK14', 'CA2', 'EPHA3', 'CSF1R', 'EPHB2', 'FGR', 'CYP2C8', 'BRAF', 'CDC42BPB', 'CYP2D6', 'LCK', 'EPHA4', 'IL1B', 'PRKCH', 'IL6', 'CCL2', 'TLR4', 'ADRB2', 'CCL20', 'MMP1', 'XBP1', 'IKZF1', 'IKBKE', 'NFKBIA', 'CXCL8', 'GADD45A', 'PRKCQ', 'COL11A1', 'BIRC3', 'NFKB2', 'TNFAIP3', 'LAMA3', 'CXCL2', 'NR3C1', 'JUN', 'ADO', 'SERPINA1', 'ICAM1', 'PLK1', 'FASN', 'CCND3', 'PCNA', 'TYMS', 'CDC25B', 'SCARB1', 'RPA1', 'FDFT1', 'HSD17B10', 'CCNB1', 'CHEK2', 'TOP2A']"
Clomifene,5,152,6093,"['KCNH2', 'ESR1', 'CYP19A1', 'SIGMAR1', 'CYP3A4', 'ABCB1', 'CYP11A1', 'CYP2E1', 'CYP1A2', 'CYP1A1', 'CYP2A6', 'PPARG', 'PIK3C2B', 'SQSTM1', 'MYLK', 'FDPS', 'NPC1', 'ERBB2', 'SPP1', 'IGF2BP2', 'LDLR', 'CYP51A1', 'TMEM97', 'PROS1', 'GAA', 'ATP1B1', 'CTSL', 'HMGCR', 'LIPA', 'CDK19', 'FDFT1', 'TSC22D3', 'HEBP1', 'CBLB', 'PNPLA3', 'SQLE', 'SCD', 'P4HTM', 'RRP1B', 'CDK1', 'DCK', 'HSPD1', 'TRAP1', 'TEX10', 'NRAS', 'PCNA', 'AURKB', 'TMX2', 'PMM2', 'GMNN', 'CCNB1', 'TUBB6']"
Norethisterone,22,154,6110,"['ALB', 'ABCB1', 'CYP3A7', 'CYP3A4', 'CYP2C19', 'CYP3A5', 'PGR', 'SHBG', 'GPER1', 'NUCB2', 'CDKN1A', 'XBP1', 'FOXO3', 'NAT1', 'MALT1', 'HMOX1', 'NFKBIA', 'RPS6KB2', 'INPP1', 'PNP', 'PRKDC', 'BRCA1', 'TP53', 'PSMB8', 'RPA1', 'FEN1', 'IGFBP3', 'MELK', 'HSPD1', 'LIG1', 'CHEK2', 'ASS1', 'EXO1', 'POLA1', 'CDC25B', 'GDF15', 'TOP2A', 'TXNRD1', 'EZH2', 'RNASEH2A', 'PIK3C2B', 'RRP1B', 'MYC', 'RAD54L', 'KAT2A', 'TRAP1', 'CCNA2', 'TMEM97', 'CDK1', 'PCNA']"
Mycophenolate mofetil,5,155,2523,"['UGT1A7', 'CYP3A4', 'ALB', 'UGT1A8', 'ABCC2', 'UGT1A1', 'CES1', 'UGT1A6', 'ABCB1', 'IMPDH2', 'UGT1A9', 'UGT2B7', 'CYP2C8', 'SLCO1B1', 'CES2', 'UGT1A10', 'SLCO1B3', 'ABCG2', 'IMPDH1', 'CYP3A5', 'GADD45A', 'FOXO3', 'GPER1', 'ATP1B1', 'GAA', 'CDKN1A', 'CBR1', 'PTGS2', 'FAS', 'SLC25A4', 'INPP1', 'PTPN6', 'MYC', 'CDC25B', 'FASN', 'AURKA', 'TRAP1', 'RRP1B', 'HSPA1A', 'BAD', 'HSPD1', 'PLK1', 'CCNA2', 'AXIN1', 'CHD1', 'BIRC5', 'DFFB', 'CCNB1']"
Gefitinib,5,156,4610,"['CYP2C19', 'CYP3A4', 'CYP3A5', 'ALB', 'CYP1A1', 'EGFR', 'ERBB3', 'CYP2D6', 'IRAK4', 'CHEK2', 'CYP2C9', 'ABCB1', 'MAP2K5', 'HIPK4', 'MKNK1', 'STK10', 'MKNK2', 'EPHA6', 'IRAK1', 'ABCG2', 'CSNK1E', 'CBLB', 'IL1R2', 'TSC22D3', 'NOTCH1', 'ADCY9', 'SYK', 'C5', 'FGFR2', 'TLR4', 'CES1', 'HP', 'IKBKB', 'IKZF1', 'GPER1', 'CDK6', 'TYMS', 'FHL2', 'EZH2', 'TUBA4A', 'RRP1B', 'HSPD1', 'TEX10', 'TOP2A', 'HDAC2', 'MIF', 'HSD17B10', 'HSPA8', 'VIM', 'PARP1', 'PNP', 'NME1', 'KRT18', 'UQCR10', 'LIG1', 'RRM2', 'PCNA', 'RPA1', 'MYC', 'FOSL1', 'DUSP6']"
Clofarabine,22,162,2597,"['RRM1', 'RRM2', 'ABCG2', 'POLA1', 'DCK', 'IL6', 'TNFAIP3', 'RGS2', 'JUNB', 'GADD45A', 'NR4A1', 'EPHA2', 'FAS', 'JUN', 'CXCL2', 'PHKG2', 'FOS', 'PTGS2', 'PNP', 'FOSL1', 'HBEGF', 'CDKN1A', 'FHL2', 'DUSP1', 'NFKBIA', 'NFKBIB', 'CDK7', 'NPC1', 'SIK1', 'PMAIP1', 'EGR1', 'ATF3', 'INPP1', 'FOXO3', 'GET1', 'PLK1', 'BIRC5', 'TOP2A', 'CDK1', 'HSPA1A', 'CDC25B', 'PIK3C2B', 'CDKN3', 'CDC25C', 'AURKB', 'AURKA', 'CCNA2', 'TTK', 'PBK', 'KIF11', 'CCNB1', 'HDAC6', 'HMMR', 'NEK2', 'RACGAP1']"
Disulfiram,5,165,5926,"['CYP3A4', 'ALDH2', 'DBH', 'CYP3A5', 'CYP2C9', 'CYP2E1', 'CXCL8', 'CDKN1A', 'EGR1', 'DDIT3', 'TNFAIP3', 'TUBB6', 'SQSTM1', 'PMAIP1', 'PAK1', 'GADD45A', 'CTSL', 'FOSL1', 'NFKBIA', 'MYC', 'FHL2', 'NPC1', 'TXNRD1', 'HMOX1', 'LAMA3', 'PRKAG2', 'IL11', 'CXCL2', 'ATF3', 'NFKB2', 'IGF2BP2', 'HSPA1A', 'SLC7A11', 'FOXO3', 'RGS2', 'SMOX', 'SDHB', 'KDM1A', 'CDKN1B', 'BIRC5', 'PIK3C2B', 'SUV39H1', 'PSMD9', 'LIG1', 'TOR1A', 'HDAC2', 'PLK1', 'RRP1B', 'PCNA', 'SACM1L', 'ERBB3', 'CDC25B', 'TOP2A', 'RPS6KA1', 'B4GALT2', 'TYMS', 'DNMT1', 'TRAP1', 'ICMT', 'PIN1']"
Reserpine,6,166,5402,"['ABCC2', 'SLC22A1', 'SLC22A2', 'SLC18A1', 'ABCB1', 'ABCB11', 'CYP3A5', 'SLC18A2', 'HDAC6', 'HMGCR', 'NR1H2', 'ACLY', 'STX4', 'NUCB2', 'TSC22D3', 'CDK19', 'FOXO3', 'KAT5', 'SULT2B1', 'CTSL', 'CDK7', 'ABCC5', 'NPC1', 'HMOX1', 'PAK1', 'CCNA2', 'IMPA1', 'FXN', 'PLK1', 'CAST', 'EDN1', 'DCK', 'CRYZ', 'BRCA1', 'AURKA', 'EXO1', 'CDK1', 'CCNB1', 'PSME1', 'RAD51', 'DTYMK', 'MBNL1', 'SPR', 'CBFB', 'BIRC5', 'TOR1A', 'AURKB', 'HPRT1', 'SDHB', 'MIF', 'XPNPEP1']"
Bosutinib,9,166,12758,"['LCK', 'CYP3A4', 'FES', 'IKBKE', 'ULK3', 'CSK', 'EPHB3', 'EPHA3', 'BTK', 'FYN', 'MAP4K2', 'SIK1', 'PTK2', 'CHEK2', 'EPHA8', 'MAP2K2', 'LRRK2', 'YES1', 'FER', 'EPHA2', 'TAOK3', 'EGFR', 'IRAK4', 'WEE1', 'AXL', 'RPS6KB1', 'LYN', 'EPHB4', 'SRMS', 'STK4', 'SIK3', 'BLK', 'SIK2', 'FRK', 'ALK', 'PDGFRB', 'STK3', 'MAP3K2', 'CSNK1A1', 'PLK2', 'CLK3', 'CAMK2G', 'MAP4K4', 'PTK2B', 'BMP2K', 'EPHA4', 'PHKG1', 'ABCB1', 'STK36', 'IRAK1', 'TYRO3', 'FGR', 'ABL2', 'TNK2', 'CSNK1E', 'BCR', 'EIF2AK1', 'ERBB3', 'ABL1', 'MAP2K1', 'SRC', 'MAP3K12', 'CSF1R', 'SYK', 'PRKCQ', 'TXK', 'STK10', 'CLK1', 'CDK2', 'CAMK1D', 'SLK', 'HIPK4', 'STK33', 'TNIK', 'EPHA5', 'EPHB2', 'BMX', 'STK24', 'MERTK', 'ERBB4', 'ROCK1', 'HCK', 'TBK1', 'MAP3K7', 'MAP2K5', 'MAP4K5', 'CDKN1A', 'HMGCR', 'FDPS', 'HDAC6', 'TSC22D3', 'FDFT1', 'SCD', 'NOTCH1', 'SCNN1A', 'NPC1', 'GPER1', 'SQLE', 'CYP51A1', 'SERPINE1', 'FOSL1', 'DUSP6', 'CCND1', 'NME1', 'MYC']"
Pazopanib,3,166,12897,"['STK10', 'SH2B3', 'CSF1R', 'FLT4', 'FGFR2', 'ABCG2', 'FGFR3', 'SLCO1B1', 'TAOK1', 'ABCB1', 'CYP2D6', 'KIT', 'STK36', 'MAP3K9', 'LYN', 'STK16', 'PDGFRB', 'CYP2C8', 'PLK4', 'KDR', 'AURKC', 'TAOK3', 'MAP3K2', 'PI4KB', 'CYP1A2', 'UGT1A1', 'FGFR1', 'FGF1', 'CYP3A4', 'BMPR1B', 'FLT1', 'PDGFRA', 'LCK', 'MAP2K5', 'EPHB6', 'ITK', 'SELL', 'TBP', 'SRPRB', 'LPL', 'CHEK2', 'EIF4EBP1', 'PSMB8', 'PPP1CA', 'SDHB', 'SRC', 'CXCL8', 'ICAM3', 'XBP1', 'IL1R2', 'PSME1', 'LAP3', 'RRM2', 'IFNAR1', 'C5', 'DNMT3A', 'PMM2', 'PTK2', 'IGF2R', 'MKNK1', 'CD40', 'IPO13', 'FZD1', 'PRKACA', 'ADM', 'CASP10', 'EGF', 'PLA2G4A', 'TENT4A', 'PTK2B', 'VEGFA', 'TRIB3']"
Danazol,22,170,5766,"['SHBG', 'PGR', 'CYP3A4', 'CYP19A1', 'CCL2', 'GNRHR', 'AR', 'ESR1', 'MAPK6', 'HMOX1', 'CSK', 'EIF2AK3', 'SPP1', 'MALT1', 'FOXO3', 'GPER1', 'NFKBIA', 'RAB9A', 'CDKN1A', 'NAT1', 'CDK6', 'XBP1', 'INPP1', 'HSPA1A', 'PNP', 'TRAP1', 'TYMS', 'KAT2A', 'MYC', 'CDC25A', 'IGFBP3', 'CDC25B', 'CDK1', 'EZH2', 'EXO1', 'HSPD1', 'TMEM97', 'TP53', 'RNASEH2A', 'PRKDC', 'PIK3C2B', 'PCNA', 'CSNK1E', 'RAD54L', 'CHEK2', 'POLD1', 'LIG1', 'FEN1']"
Cytarabine,22,174,5595,"['POLE', 'POLD1', 'CDA', 'SLC22A1', 'POLB', 'CYP3A4', 'NT5E', 'DCK', 'ABCC10', 'SLC22A2', 'DCTD', 'POLA1', 'SLC29A1', 'C5', 'GADD45A', 'MYLK', 'EED', 'CXCL2', 'CCL2', 'IL1B', 'PTGS2', 'ICAM1', 'CCNE1', 'HP', 'LIG1', 'RGS2', 'INPP1', 'PSMC3IP', 'JUN', 'HTRA1', 'COL11A1', 'BRCA1', 'PCNA', 'FAS', 'CDKN1A', 'PMAIP1', 'IKBKB', 'CYB5R1', 'CCND3', 'NFKBIA', 'HMMR', 'AURKA', 'HSPA1A', 'CDC25B', 'HSPA8', 'MYC', 'AURKB', 'NEK2', 'CDC25C', 'TTK', 'CCNB1', 'TOP2A', 'PLK1', 'BIRC5', 'KIF11', 'SACM1L', 'CCNA2', 'CDKN3', 'SPR']"
